Player,Season,Team,Game Score,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Starter,Number,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Draft Round,Draft Pick in Round,Draft Overall Pick,Total Losses,Total Wins,Wfirst5,Lfirst5,Wfirst10,Lfirst10,Wfirst15,Lfirst15,Avg_Total_Passes
Mamadi Diakite,2023-24,SAS,4.1,4.0,0.67,1.0,0.0,0.33,0.0,0.33,5.32,1.33,1.67,0.5,0.0,0.0,0.0,1.33,2.0,0.67,0.33,0.67,1.67,0.0,25,PF,6-9,228,"January 21, 1997",gn,3,Virginia,https://www.basketball-reference.com/players/d/diakima01/gamelog/2024,0.0,0.0,0.0,1.0,2.0,2,1,2,1,2,1,1.92
MarShon Brooks,2013-14,BOS,1.82,3.1,0.4,1.9,0.1,0.1,0.7,0.5,7.32,0.9,2.4,0.37,0.2,0.4,0.2,1.1,1.4,0.4,0.1,1.8,1.2,0.0,2,SG,6-5,200,"January 26, 1989",us,2,Providence,https://www.basketball-reference.com/players/b/brookma01/gamelog/2014,1.0,25.0,25.0,8.0,2.0,1,4,2,8,2,8,0.68
MarShon Brooks,2013-14,GSW,1.2,1.86,0.0,0.71,0.14,0.0,0.0,0.0,2.2,0.71,1.86,0.34,0.0,0.29,0.0,0.43,0.57,0.11,0.14,0.57,0.29,0.0,2,SG,6-5,200,"January 26, 1989",us,2,Providence,https://www.basketball-reference.com/players/b/brookma01/gamelog/2014,1.0,25.0,25.0,2.0,5.0,3,2,5,2,5,2,0.6
MarShon Brooks,2013-14,LAL,4.72,6.39,1.17,1.67,0.67,0.17,0.94,0.89,12.66,2.39,4.89,0.4,0.61,1.06,0.33,1.0,1.44,0.34,0.44,1.22,0.61,0.0,2,SG,6-5,200,"January 26, 1989",us,2,Providence,https://www.basketball-reference.com/players/b/brookma01/gamelog/2014,1.0,25.0,25.0,12.0,6.0,2,3,3,7,4,11,0.89
Marc Gasol,2018-19,MEM,13.52,15.74,4.68,8.58,1.13,1.19,2.25,2.77,33.74,5.72,12.89,0.45,1.43,4.17,0.33,2.87,3.79,0.71,1.06,7.53,-0.92,100.0,33,C,6-11,255,"January 29, 1985",es,10,None,https://www.basketball-reference.com/players/g/gasolma01/gamelog/2019,2.0,18.0,48.0,32.0,21.0,3,2,6,4,10,5,3.86
Marc Gasol,2018-19,TOR,9.39,9.12,3.88,6.62,0.92,0.88,1.38,2.69,24.91,3.35,7.19,0.46,0.88,2.0,0.36,1.54,2.0,0.54,0.92,5.69,8.04,73.08,33,C,6-11,255,"January 29, 1985",es,10,None,https://www.basketball-reference.com/players/g/gasolma01/gamelog/2019,2.0,18.0,48.0,8.0,18.0,4,1,7,3,10,5,3.92
Marco Belinelli,2017-18,ATL,7.95,11.37,1.98,1.92,0.88,0.06,1.04,0.79,23.27,3.83,9.33,0.4,1.77,4.75,0.36,1.94,2.1,0.56,0.27,1.65,-3.67,1.92,3,SG,6-5,220,"March 25, 1986",it,10,None,https://www.basketball-reference.com/players/b/belinma01/gamelog/2018,1.0,18.0,18.0,36.0,16.0,1,4,2,8,3,12,1.87
Marco Belinelli,2017-18,PHI,9.02,13.57,1.61,1.82,0.71,0.32,1.43,1.79,26.34,4.93,9.96,0.49,2.04,5.29,0.38,1.68,1.93,0.68,0.21,1.61,5.79,3.57,3,SG,6-5,220,"March 25, 1986",it,10,None,https://www.basketball-reference.com/players/b/belinma01/gamelog/2018,1.0,18.0,18.0,5.0,23.0,3,2,6,4,10,5,1.38
Marcus Morris,2012-13,HOU,5.63,8.61,0.87,4.06,0.5,0.3,0.98,2.22,21.38,3.17,7.41,0.41,1.37,3.59,0.36,0.91,1.39,0.33,1.17,2.89,0.11,31.48,15,SF,6-8,218,"September 2, 1989",us,1,Kansas,https://www.basketball-reference.com/players/m/morrima03/gamelog/2013,1.0,14.0,14.0,25.0,29.0,2,3,4,6,7,8,0.0
Marcus Morris,2012-13,PHO,2.99,5.7,0.65,2.52,0.78,0.17,1.04,1.74,16.07,2.22,5.48,0.35,0.52,1.7,0.22,0.74,1.83,0.27,0.74,1.78,-5.57,26.09,15,SF,6-8,218,"September 2, 1989",us,1,Kansas,https://www.basketball-reference.com/players/m/morrima03/gamelog/2013,1.0,14.0,14.0,17.0,6.0,3,2,4,6,4,11,0.0
Marcus Morris,2019-20,LAC,6.43,10.11,1.42,4.11,0.68,0.68,1.26,2.74,28.89,3.89,9.16,0.44,1.37,4.42,0.37,0.95,1.16,0.43,0.58,3.53,8.84,100.0,13,SF,6-8,218,"September 2, 1989",us,8,Kansas,https://www.basketball-reference.com/players/m/morrima03/gamelog/2020,1.0,14.0,14.0,7.0,12.0,2,3,7,3,9,6,1.53
Marcus Morris,2019-20,NYK,12.7,19.56,1.37,5.42,0.79,0.4,1.7,2.98,32.26,6.53,14.79,0.43,2.7,6.14,0.44,3.79,4.6,0.8,1.12,4.3,-2.88,100.0,13,SF,6-8,218,"September 2, 1989",us,8,Kansas,https://www.basketball-reference.com/players/m/morrima03/gamelog/2020,1.0,14.0,14.0,29.0,14.0,1,4,2,8,4,11,2.05
Marcus Morris,2023-24,CLE,3.38,5.75,0.83,2.08,0.17,0.17,0.92,1.08,15.01,2.17,4.92,0.46,1.0,2.42,0.34,0.42,0.67,0.21,0.42,1.67,-4.25,0.0,24,PF,6-8,218,"September 2, 1989",us,12,Kansas,https://www.basketball-reference.com/players/m/morrima03/gamelog/2024,1.0,14.0,14.0,8.0,4.0,2,3,4,6,4,8,1.11
Marcus Morris,2023-24,PHI,4.67,6.68,0.7,2.95,0.35,0.3,0.51,1.65,17.21,2.43,5.54,0.4,0.97,2.43,0.29,0.84,0.97,0.32,0.49,2.46,-0.22,18.92,24,PF,6-8,218,"September 2, 1989",us,12,Kansas,https://www.basketball-reference.com/players/m/morrima03/gamelog/2024,1.0,14.0,14.0,15.0,22.0,3,2,6,4,9,6,0.99
Marcus Thornton,2013-14,BRK,8.04,12.31,1.15,2.85,1.04,0.12,1.12,1.38,23.83,4.23,10.23,0.4,2.0,5.27,0.34,1.85,2.31,0.49,0.69,2.15,-0.77,3.85,23.0,SG,6-4,205,"June 5, 1987",us,4,LSU,https://www.basketball-reference.com/players/t/thornma01/gamelog/2014,2.0,13.0,43.0,9.0,17.0,4,1,7,3,11,4,0.0
Marcus Thornton,2013-14,SAC,4.99,8.33,1.02,2.7,0.67,0.17,0.83,1.61,24.37,3.09,8.11,0.34,1.24,3.89,0.25,0.91,1.13,0.32,0.85,1.85,-0.2,56.52,23.0,SG,6-4,205,"June 5, 1987",us,4,LSU,https://www.basketball-reference.com/players/t/thornma01/gamelog/2014,2.0,13.0,43.0,30.0,16.0,1,4,2,8,4,11,0.92
Marcus Thornton,2014-15,BOS,5.77,8.92,0.87,1.87,0.54,0.18,0.56,0.9,16.41,3.26,7.82,0.38,1.33,3.18,0.33,1.08,1.31,0.47,0.49,1.38,0.49,0.0,23.0,SG,6-4,205,"June 5, 1987",us,5,LSU,https://www.basketball-reference.com/players/t/thornma01/gamelog/2015,2.0,13.0,43.0,23.0,16.0,2,3,4,6,5,10,0.88
Marcus Thornton,2014-15,PHO,1.72,3.56,0.22,1.44,0.67,0.0,0.56,0.33,8.94,1.44,4.44,0.27,0.22,2.11,0.06,0.44,0.56,0.28,0.44,1.0,-2.56,0.0,23.0,SG,6-4,205,"June 5, 1987",us,5,LSU,https://www.basketball-reference.com/players/t/thornma01/gamelog/2015,2.0,13.0,43.0,6.0,3.0,2,3,3,6,3,6,0.0
Marcus Thornton,2015-16,HOU,6.26,10.04,1.4,2.45,0.72,0.06,0.85,1.55,18.82,3.7,9.26,0.37,1.55,4.6,0.26,1.09,1.23,0.34,0.66,1.79,0.38,12.77,15,SG,6-4,205,"June 5, 1987",us,6,LSU,https://www.basketball-reference.com/players/t/thornma01/gamelog/2016,2.0,13.0,43.0,23.0,24.0,4,1,5,5,7,8,1.21
Marcus Thornton,2015-16,WAS,5.74,8.43,1.36,2.5,0.93,0.07,0.79,1.21,15.97,3.0,7.64,0.38,1.29,3.86,0.35,1.14,1.5,0.39,0.5,2.0,1.64,14.29,15,SG,6-4,205,"June 5, 1987",us,6,LSU,https://www.basketball-reference.com/players/t/thornma01/gamelog/2016,2.0,13.0,43.0,6.0,8.0,3,2,5,5,8,6,1.0
Mario Chalmers,2015-16,MEM,8.72,10.82,3.84,2.6,1.45,0.22,1.84,3.0,22.78,3.13,7.49,0.4,0.82,2.51,0.27,3.75,4.53,0.72,0.42,2.18,0.36,12.73,15,PG,6-2,190,"May 19, 1986",us,7,Kansas,https://www.basketball-reference.com/players/c/chalmma01/gamelog/2016,2.0,4.0,34.0,20.0,35.0,4,1,8,2,10,5,2.35
Mario Chalmers,2015-16,MIA,4.23,5.5,3.17,2.33,1.33,0.17,1.5,2.67,19.98,1.67,5.33,0.33,0.17,1.83,0.08,2.0,2.17,0.61,0.17,2.17,8.83,0.0,15,PG,6-2,190,"May 19, 1986",us,7,Kansas,https://www.basketball-reference.com/players/c/chalmma01/gamelog/2016,2.0,4.0,34.0,3.0,3.0,2,3,3,3,3,3,2.64
Markieff Morris,2015-16,PHO,6.38,11.62,2.35,5.24,0.89,0.46,2.43,2.81,24.78,4.62,11.65,0.38,0.59,2.05,0.24,1.78,2.49,0.48,1.16,4.08,-3.59,64.86,5,PF,6-9,245,"September 2, 1989",us,4,Kansas,https://www.basketball-reference.com/players/m/morrima02/gamelog/2016,1.0,13.0,13.0,29.0,8.0,3,2,5,5,6,9,0.0
Markieff Morris,2015-16,WAS,8.43,12.41,1.37,5.85,0.93,0.63,1.67,2.96,26.37,4.96,10.63,0.45,0.93,2.93,0.3,1.56,2.04,0.49,1.11,4.74,1.52,77.78,5,PF,6-9,245,"September 2, 1989",us,4,Kansas,https://www.basketball-reference.com/players/m/morrima02/gamelog/2016,1.0,13.0,13.0,13.0,14.0,3,2,6,4,8,7,2.29
Markieff Morris,2018-19,OKC,4.17,6.5,0.79,3.79,0.46,0.08,0.29,2.42,16.14,2.54,6.5,0.35,0.83,2.46,0.3,0.58,0.79,0.25,0.83,2.96,-0.04,4.17,5,PF,6-9,245,"September 2, 1989",us,7,Kansas,https://www.basketball-reference.com/players/m/morrima02/gamelog/2019,1.0,13.0,13.0,13.0,11.0,1,4,4,6,5,10,1.77
Markieff Morris,2018-19,WAS,7.88,11.5,1.76,5.12,0.74,0.59,1.38,3.44,25.98,4.21,9.65,0.42,1.41,4.24,0.28,1.68,2.15,0.42,1.21,3.91,-4.71,44.12,5,PF,6-9,245,"September 2, 1989",us,7,Kansas,https://www.basketball-reference.com/players/m/morrima02/gamelog/2019,1.0,13.0,13.0,21.0,13.0,1,4,2,8,5,10,1.67
Markieff Morris,2019-20,DET,7.01,11.05,1.57,3.93,0.59,0.25,1.59,2.36,22.46,3.98,8.84,0.46,1.7,4.3,0.4,1.39,1.8,0.45,0.55,3.39,-2.18,36.36,88,PF,6-9,245,"September 2, 1989",us,8,Kansas,https://www.basketball-reference.com/players/m/morrima02/gamelog/2020,1.0,13.0,13.0,30.0,14.0,2,3,4,6,5,10,1.44
Markieff Morris,2019-20,LAL,3.83,5.29,0.57,3.21,0.36,0.43,0.43,2.07,14.23,2.0,4.93,0.35,0.93,2.79,0.29,0.36,0.43,0.18,1.14,2.07,-2.14,7.14,88,PF,6-9,245,"September 2, 1989",us,8,Kansas,https://www.basketball-reference.com/players/m/morrima02/gamelog/2020,1.0,13.0,13.0,6.0,8.0,4,1,7,3,8,6,0.98
Markieff Morris,2022-23,BRK,2.83,3.56,0.93,2.19,0.3,0.19,0.52,1.22,10.57,1.22,3.04,0.41,0.74,1.81,0.26,0.37,0.37,0.11,0.48,1.7,1.11,3.7,13,PF,6-9,245,"September 2, 1989",us,11,Kansas,https://www.basketball-reference.com/players/m/morrima02/gamelog/2023,1.0,13.0,13.0,11.0,16.0,3,2,6,4,10,5,0.0
Markieff Morris,2022-23,DAL,2.16,4.5,0.75,1.5,0.12,0.0,0.5,1.88,8.7,1.75,4.12,0.49,1.0,2.75,0.37,0.0,0.0,0.0,0.0,1.5,-2.5,12.5,13,PF,6-9,245,"September 2, 1989",us,11,Kansas,https://www.basketball-reference.com/players/m/morrima02/gamelog/2023,1.0,13.0,13.0,7.0,1.0,0,5,1,7,1,7,0.67
Marques Bolden  (TW),2023-24,CHO,4.84,4.11,0.44,3.56,0.33,0.78,0.33,1.0,13.15,1.89,2.78,0.53,0.0,0.11,0.0,0.33,0.44,0.17,1.11,2.44,-2.67,22.22,3,C,6-10,249,"April 17, 1998",us,2,Duke,https://www.basketball-reference.com/players/b/boldema01/gamelog/2024,0.0,0.0,0.0,6.0,3.0,1,4,3,6,3,6,0.0
Marques Bolden  (TW),2023-24,MIL,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3,C,6-10,249,"April 17, 1998",us,2,Duke,https://www.basketball-reference.com/players/b/boldema01/gamelog/2024,0.0,0.0,0.0,0.0,2.0,2,0,2,0,2,0,0.0
Marquese Chriss,2018-19,CLE,3.6,5.67,0.59,4.22,0.56,0.26,0.89,2.37,14.64,2.07,5.41,0.3,0.56,2.11,0.17,0.96,1.41,0.41,1.22,3.0,-5.48,7.41,3,PF,6-9,240,"July 2, 1997",us,2,Washington,https://www.basketball-reference.com/players/c/chrisma01/gamelog/2019,1.0,8.0,8.0,19.0,8.0,2,3,5,5,6,9,1.86
Marquese Chriss,2018-19,HOU,0.66,1.81,0.38,1.75,0.12,0.25,0.75,1.06,6.48,0.69,2.12,0.23,0.06,0.94,0.02,0.38,0.44,0.19,0.44,1.31,-1.38,0.0,3,PF,6-9,240,"July 2, 1997",us,2,Washington,https://www.basketball-reference.com/players/c/chrisma01/gamelog/2019,1.0,8.0,8.0,7.0,9.0,3,2,6,4,8,7,0.66
Marquis Teague,2013-14,BRK,1.8,2.95,1.43,1.0,0.38,0.05,1.05,1.0,9.55,1.05,2.52,0.34,0.14,0.38,0.09,0.71,0.9,0.35,0.0,1.0,-3.95,4.76,25,SG,6-2,189,"February 28, 1993",us,1,Kentucky,https://www.basketball-reference.com/players/t/teaguma01/gamelog/2014,1.0,29.0,29.0,7.0,14.0,3,2,7,3,12,3,0.0
Marquis Teague,2013-14,CHI,0.35,2.37,1.47,1.0,0.11,0.21,0.89,1.32,12.73,0.84,3.47,0.18,0.11,0.53,0.08,0.58,0.84,0.24,0.05,0.95,0.84,10.53,25,SG,6-2,189,"February 28, 1993",us,1,Kentucky,https://www.basketball-reference.com/players/t/teaguma01/gamelog/2014,1.0,29.0,29.0,13.0,6.0,2,3,4,6,4,11,2.07
Marreese Speights,2012-13,CLE,6.98,10.15,0.74,5.05,0.36,0.67,1.15,2.28,18.49,3.95,8.64,0.41,0.03,0.13,0.01,2.23,2.77,0.55,1.79,3.26,-2.51,2.56,15,C,6-10,255,"August 4, 1987",us,4,Florida,https://www.basketball-reference.com/players/s/speigma01/gamelog/2013,1.0,16.0,16.0,26.0,13.0,3,2,5,5,9,6,0.0
Marreese Speights,2012-13,MEM,4.58,6.55,0.45,4.72,0.25,0.68,0.88,2.15,14.47,2.65,6.18,0.39,0.05,0.12,0.05,1.2,1.68,0.38,1.9,2.82,-1.25,5.0,15,C,6-10,255,"August 4, 1987",us,4,Florida,https://www.basketball-reference.com/players/s/speigma01/gamelog/2013,1.0,16.0,16.0,14.0,26.0,4,1,8,2,12,3,0.0
Marvin Bagley III,2021-22,DET,11.43,14.56,1.06,6.83,0.72,0.39,1.0,2.39,27.22,6.17,11.11,0.54,0.44,1.94,0.19,1.78,3.0,0.44,2.11,4.72,-4.89,44.44,35,PF,6-10,235,"March 14, 1999",us,3,Duke,https://www.basketball-reference.com/players/b/baglema01/gamelog/2022,1.0,2.0,2.0,11.0,7.0,3,2,4,6,6,9,1.98
Marvin Bagley III,2021-22,SAC,7.52,9.27,0.57,7.17,0.3,0.37,0.7,1.67,21.87,3.8,8.2,0.45,0.5,2.07,0.23,1.17,1.57,0.5,2.23,4.93,-1.47,56.67,35,PF,6-10,235,"March 14, 1999",us,3,Duke,https://www.basketball-reference.com/players/b/baglema01/gamelog/2022,1.0,2.0,2.0,20.0,10.0,1,4,5,5,6,9,1.76
Marvin Bagley III,2023-24,DET,8.43,10.19,1.04,4.54,0.19,0.54,1.12,1.54,18.4,4.12,6.96,0.58,0.04,0.23,0.04,1.92,2.35,0.57,1.77,2.77,-2.81,38.46,35,C,6-10,235,"March 14, 1999",us,5,Duke,https://www.basketball-reference.com/players/b/baglema01/gamelog/2024,1.0,2.0,2.0,24.0,2.0,2,3,2,8,2,13,1.53
Marvin Bagley III,2023-24,WAS,12.4,13.25,1.17,8.08,0.62,0.79,1.25,1.71,23.95,5.5,9.46,0.59,0.33,0.71,0.22,1.92,2.71,0.52,3.5,4.58,-2.62,62.5,35,C,6-10,235,"March 14, 1999",us,5,Duke,https://www.basketball-reference.com/players/b/baglema01/gamelog/2024,1.0,2.0,2.0,19.0,5.0,0,5,2,8,2,13,1.79
Marvin Williams,2019-20,CHO,5.32,6.71,1.0,2.66,0.63,0.54,0.61,1.73,19.7,2.29,5.12,0.39,1.07,2.85,0.29,1.05,1.22,0.35,0.37,2.29,-2.71,2.44,2,PF,6-8,237,"June 19, 1986",us,14,UNC,https://www.basketball-reference.com/players/w/willima02/gamelog/2020,1.0,2.0,2.0,28.0,13.0,2,3,4,6,6,9,0.0
Marvin Williams,2019-20,MIL,4.35,4.0,1.12,4.35,0.59,0.47,0.47,1.88,18.9,1.47,3.35,0.4,0.71,2.29,0.3,0.35,0.41,0.21,0.88,3.47,1.71,0.0,2,PF,6-8,237,"June 19, 1986",us,14,UNC,https://www.basketball-reference.com/players/w/willima02/gamelog/2020,1.0,2.0,2.0,9.0,8.0,4,1,7,3,8,7,1.43
Mason Jones,2020-21,HOU,3.7,5.85,1.5,1.96,0.23,0.04,1.08,0.85,11.82,1.81,4.38,0.33,0.88,2.46,0.22,1.35,2.19,0.43,0.15,1.81,-3.31,3.85,9,SG,6-4,200,"July 21, 1998",us,R,"Connors State College, Arkansas",https://www.basketball-reference.com/players/j/jonesma05/gamelog/2021,0.0,0.0,0.0,19.0,7.0,2,3,5,5,7,8,1.37
Mason Jones,2020-21,PHI,2.43,2.67,0.5,0.67,0.17,0.0,0.17,0.33,4.53,0.83,1.5,0.33,0.17,0.33,0.17,0.83,1.17,0.12,0.5,0.17,-0.67,0.0,9,SG,6-4,200,"July 21, 1998",us,R,"Connors State College, Arkansas",https://www.basketball-reference.com/players/j/jonesma05/gamelog/2021,0.0,0.0,0.0,3.0,3.0,2,3,3,3,3,3,0.78
Mason Plumlee,2016-17,DEN,8.51,9.07,2.59,6.41,0.7,1.07,1.7,2.85,23.39,3.67,6.7,0.55,0.0,0.04,0.0,1.74,2.81,0.42,1.85,4.56,-0.74,37.04,24,C,6-10,254,"March 5, 1990",us,3,Duke,https://www.basketball-reference.com/players/p/plumlma01/gamelog/2017,1.0,22.0,22.0,12.0,15.0,2,3,5,5,8,7,2.08
Mason Plumlee,2016-17,POR,11.42,11.06,3.96,8.0,0.93,1.17,1.63,2.76,28.07,4.35,8.19,0.55,0.0,0.09,0.0,2.35,4.15,0.51,2.22,5.78,0.35,100.0,24,C,6-10,254,"March 5, 1990",us,3,Duke,https://www.basketball-reference.com/players/p/plumlma01/gamelog/2017,1.0,22.0,22.0,31.0,23.0,2,3,6,4,8,7,3.11
Mason Plumlee,2022-23,CHO,13.61,12.23,3.66,9.66,0.62,0.62,1.55,2.88,28.51,4.73,7.07,0.66,0.0,0.0,0.0,2.77,4.57,0.58,3.34,6.32,-4.8,100.0,24,C,6-10,254,"March 5, 1990",us,9,Duke,https://www.basketball-reference.com/players/p/plumlma01/gamelog/2023,1.0,22.0,22.0,41.0,15.0,2,3,3,7,4,11,0.0
Mason Plumlee,2022-23,LAC,8.27,7.48,1.74,6.91,0.48,0.52,1.3,2.43,19.87,2.78,3.83,0.75,0.0,0.0,0.0,1.91,2.48,0.54,1.83,5.09,0.91,17.39,24,C,6-10,254,"March 5, 1990",us,9,Duke,https://www.basketball-reference.com/players/p/plumlma01/gamelog/2023,1.0,22.0,22.0,10.0,13.0,2,3,5,5,8,7,2.24
Matisse Thybulle,2022-23,PHI,2.68,2.65,0.47,1.29,0.92,0.29,0.16,1.33,12.06,1.02,2.37,0.29,0.43,1.29,0.13,0.18,0.24,0.09,0.41,0.88,1.53,12.24,4,SG,6-5,201,"March 4, 1997",us,3,Washington,https://www.basketball-reference.com/players/t/thybuma01/gamelog/2023,1.0,20.0,20.0,17.0,32.0,2,3,5,5,8,7,0.62
Matisse Thybulle,2022-23,POR,7.1,7.41,1.36,3.5,1.73,0.82,0.73,2.18,27.7,2.73,6.23,0.43,1.5,3.86,0.36,0.45,0.73,0.25,0.91,2.59,-2.95,100.0,4,SG,6-5,201,"March 4, 1997",us,3,Washington,https://www.basketball-reference.com/players/t/thybuma01/gamelog/2023,1.0,20.0,20.0,16.0,6.0,2,3,4,6,4,11,1.3
Matt Barnes,2016-17,GSW,5.26,5.7,2.25,4.55,0.6,0.45,1.2,2.35,20.48,1.9,4.5,0.48,0.9,2.6,0.35,1.0,1.15,0.39,0.75,3.8,1.7,25.0,22.0,SF,6-7,226,"March 9, 1980",us,13,UCLA,https://www.basketball-reference.com/players/b/barnema02/gamelog/2017,2.0,17.0,46.0,4.0,16.0,2,3,6,4,11,4,2.58
Matt Barnes,2016-17,SAC,5.96,7.65,2.78,5.43,0.67,0.31,1.54,2.56,25.31,2.72,7.09,0.36,1.28,3.91,0.29,0.93,1.22,0.32,1.02,4.41,-1.85,24.07,22.0,SF,6-7,226,"March 9, 1980",us,13,UCLA,https://www.basketball-reference.com/players/b/barnema02/gamelog/2017,2.0,17.0,46.0,32.0,22.0,2,3,4,6,6,9,2.7
Matt Ryan,2022-23,LAL,1.62,3.92,0.33,1.17,0.17,0.0,0.25,1.17,10.77,1.25,4.08,0.27,1.08,2.92,0.33,0.33,0.42,0.14,0.17,1.0,0.0,0.0,37,SF,6-6,215,"April 17, 1997",us,1,"Notre Dame, Vanderbilt, Chattanooga",https://www.basketball-reference.com/players/r/ryanma01/gamelog/2023,0.0,0.0,0.0,7.0,5.0,2,3,3,7,5,7,0.51
Matt Ryan,2022-23,MIN,2.3,3.41,0.55,0.55,0.14,0.05,0.18,0.59,8.23,1.14,2.68,0.29,0.86,2.23,0.28,0.27,0.32,0.12,0.09,0.45,0.95,0.0,37,SF,6-6,215,"April 17, 1997",us,1,"Notre Dame, Vanderbilt, Chattanooga",https://www.basketball-reference.com/players/r/ryanma01/gamelog/2023,0.0,0.0,0.0,12.0,10.0,3,2,4,6,7,8,0.47
Matt Thomas,2020-21,TOR,1.64,2.73,0.35,0.81,0.08,0.0,0.23,0.38,7.39,0.92,2.38,0.3,0.65,1.58,0.28,0.23,0.27,0.17,0.12,0.69,-1.12,0.0,21,SG,6-4,190,"August 4, 1994",us,1,Iowa State,https://www.basketball-reference.com/players/t/thomama02/gamelog/2021,0.0,0.0,0.0,13.0,13.0,2,3,5,5,9,6,0.52
Matt Thomas,2020-21,UTA,2.04,3.58,0.53,1.21,0.11,0.0,0.42,0.42,7.07,1.37,3.42,0.32,0.53,2.05,0.16,0.32,0.37,0.09,0.21,1.0,-2.0,0.0,21,SG,6-4,190,"August 4, 1994",us,1,Iowa State,https://www.basketball-reference.com/players/t/thomama02/gamelog/2021,0.0,0.0,0.0,5.0,14.0,4,1,8,2,12,3,0.57
Matthew Dellavedova,2018-19,CLE,5.49,7.28,4.22,1.86,0.33,0.06,1.58,1.83,19.86,2.56,6.19,0.39,1.11,3.31,0.29,1.06,1.33,0.43,0.17,1.69,-1.39,0.0,8,PG,6-3,200,"September 8, 1990",au,5,Saint Mary's,https://www.basketball-reference.com/players/d/dellama01/gamelog/2019,0.0,0.0,0.0,26.0,10.0,2,3,2,8,3,12,1.89
Matthew Dellavedova,2018-19,MIL,1.65,1.67,2.42,0.83,0.17,0.0,0.92,0.75,8.11,0.5,1.58,0.19,0.33,0.92,0.18,0.33,0.33,0.17,0.0,0.83,-1.08,0.0,8,PG,6-3,200,"September 8, 1990",au,5,Saint Mary's,https://www.basketball-reference.com/players/d/dellama01/gamelog/2019,0.0,0.0,0.0,2.0,10.0,5,0,9,1,10,2,1.03
Maurice Harkless,2019-20,LAC,4.98,5.5,0.96,4.0,0.98,0.6,0.92,2.4,22.82,2.24,4.34,0.48,0.54,1.46,0.26,0.48,0.84,0.18,0.94,3.06,1.12,76.0,3,SF,6-7,220,"May 11, 1993",us,7,St. John's,https://www.basketball-reference.com/players/h/harklma01/gamelog/2020,1.0,15.0,15.0,15.0,35.0,3,2,7,3,10,5,1.35
Maurice Harkless,2019-20,NYK,5.53,6.83,1.67,3.33,0.75,0.25,0.58,2.33,23.82,2.5,5.5,0.5,0.58,2.08,0.17,1.25,2.0,0.35,0.67,2.67,-2.92,83.33,3,SF,6-7,220,"May 11, 1993",us,7,St. John's,https://www.basketball-reference.com/players/h/harklma01/gamelog/2020,1.0,15.0,15.0,8.0,4.0,0,5,3,7,4,8,1.62
Maurice Harkless,2020-21,MIA,1.17,1.36,0.64,1.18,0.18,0.36,0.27,1.27,11.23,0.45,1.18,0.19,0.45,1.0,0.21,0.0,0.18,0.0,0.18,1.0,-2.73,27.27,8,SF,6-7,220,"May 11, 1993",us,8,St. John's,https://www.basketball-reference.com/players/h/harklma01/gamelog/2021,1.0,15.0,15.0,6.0,5.0,2,3,4,6,5,6,0.84
Maurice Harkless,2020-21,SAC,5.37,6.88,1.42,2.92,1.08,0.62,0.73,2.77,24.94,2.46,5.85,0.37,0.69,2.81,0.17,1.27,1.58,0.38,0.42,2.5,-0.54,76.92,8,SF,6-7,220,"May 11, 1993",us,8,St. John's,https://www.basketball-reference.com/players/h/harklma01/gamelog/2021,1.0,15.0,15.0,15.0,11.0,2,3,2,8,4,11,1.44
Mfiondu Kabengele,2020-21,CLE,3.74,4.25,0.75,2.88,0.38,0.62,0.56,1.12,11.64,1.5,3.56,0.41,0.56,2.0,0.27,0.69,0.88,0.33,0.69,2.19,-4.62,0.0,27,PF,6-9,250,"August 14, 1997",ca,1,Florida State,https://www.basketball-reference.com/players/k/kabenmf01/gamelog/2021,1.0,27.0,27.0,14.0,2.0,1,4,1,9,2,13,1.13
Mfiondu Kabengele,2020-21,LAC,0.3,1.17,0.22,0.61,0.09,0.13,0.26,0.78,4.08,0.39,1.39,0.21,0.17,0.78,0.12,0.22,0.26,0.11,0.04,0.57,-0.78,0.0,27,PF,6-9,250,"August 14, 1997",ca,1,Florida State,https://www.basketball-reference.com/players/k/kabenmf01/gamelog/2021,1.0,27.0,27.0,5.0,18.0,4,1,8,2,13,2,0.68
Michael Carter-Williams,2014-15,MIL,10.86,14.12,5.6,3.96,2.04,0.48,3.16,2.56,30.34,5.28,12.32,0.42,0.16,1.12,0.09,3.4,4.36,0.68,0.84,3.12,3.96,100.0,5,PG,6-5,190,"October 10, 1991",us,1,Syracuse,https://www.basketball-reference.com/players/c/cartemi01/gamelog/2015,1.0,11.0,11.0,15.0,10.0,1,4,3,7,5,10,3.99
